Genotype	Deletions	Plant	LeafLength	Nod	PinkNod	GreenNod
Gm26.4	3gene1	21	NA	0.471	0	0
Gm26.4	3gene1	21	NA	0.37	0	0
Gm26.4	3gene1	21	NA	0.657	0	0
Gm26.4	3gene1	21	NA	0.141	0	0
Gm26.4	3gene1	21	NA	0.22	0	0
Gm26.4	3gene1	21	NA	0.243	0	0
Gm26.4	3gene1	21	NA	0.25	0	0
Gm26.4	3gene1	21	NA	0.259	0	0
Gm26.4	3gene1	21	NA	0.974	0	0
Gm26.4	3gene1	21	NA	0.499	0	0
Gm26.4	3gene1	21	NA	0.394	0	0
Gm26.4	3gene1	21	NA	0.36	0	0
Gm26.4	3gene1	21	NA	0.188	0	0
Gm26.4	3gene1	21	NA	0.208	0	0
Gm26.4	3gene1	21	NA	0.358	0	0
Gm26.4	3gene1	22	13.306	0.421	0	0
Gm26.4	3gene1	22	9.536	0.519	0	0
Gm26.4	3gene1	22	9.97	0.504	0	0
Gm26.4	3gene1	22	NA	0.282	0	0
Gm26.4	3gene1	22	NA	0.609	0	0
Gm26.4	3gene1	22	NA	0.244	0	0
Gm26.4	3gene1	22	NA	0.277	0	0
Gm26.4	3gene1	22	NA	0.174	0	0
Gm26.4	3gene1	22	NA	0.259	0	0
Gm26.4	3gene1	22	NA	0.254	0	0
Gm26.4	3gene1	22	NA	0.329	0	0
Gm26.4	3gene1	22	NA	0.296	0	0
Gm26.4	3gene1	22	NA	0.372	0	0
Gm26.4	3gene1	22	NA	0.564	0	0
Gm26.4	3gene1	22	NA	0.546	0	0
Gm26.4	3gene1	22	NA	0.211	0	0
Gm26.4	3gene1	22	NA	0.209	0	0
Gm26.4	3gene1	22	NA	0.256	0	0
Gm26.4	3gene1	22	NA	0.544	0	0
Gm26.4	3gene1	22	NA	0.255	0	0
Gm26.4	3gene1	22	NA	0.543	0	0
Gm26.4	3gene1	23	10.214	0.496	0.6	0
Gm26.4	3gene1	23	26.936	0.503	0.513	0
Gm26.4	3gene1	23	18.056	0.763	0.386	0
Gm26.4	3gene1	23	NA	1.218	0.196	0
Gm26.4	3gene1	23	NA	0.273	0	0
Gm26.4	3gene1	23	NA	0.417	0	0
Gm26.4	3gene1	23	NA	0.557	0	0
Gm26.4	3gene1	23	NA	0.29	0	0
Gm26.4	3gene1	23	NA	0.179	0	0
Gm26.4	3gene1	23	NA	0.791	0	0
Gm26.4	3gene1	23	NA	0.687	0	0
Gm26.4	3gene1	23	NA	0.473	0	0
Gm26.4	3gene1	23	NA	0.299	0	0
Gm26.4	3gene1	23	NA	0.581	0	0
Gm26.4	3gene1	23	NA	0.284	0	0
Gm26.4	3gene1	23	NA	0.339	0	0
Gm26.4	3gene1	23	NA	0.568	0	0
Gm26.4	3gene1	23	NA	0.379	0	0
Gm26.4	3gene1	24	6.06	0.254	0.486	0
Gm26.4	3gene1	24	14.273	0.372	0.646	0
Gm26.4	3gene1	24	27.139	0.639	0.352	0
Gm26.4	3gene1	24	22.949	0.819	0	0
Gm26.4	3gene1	24	NA	0.562	0	0
Gm26.4	3gene1	24	NA	0.203	0	0
Gm26.4	3gene1	24	NA	0.241	0	0
Gm26.4	3gene1	24	NA	0.463	0	0
Gm26.4	3gene1	24	NA	0.218	0	0
Gm26.4	3gene1	24	NA	0.558	0	0
Gm26.4	3gene1	24	NA	0.244	0	0
Gm26.4	3gene1	24	NA	0.553	0	0
Gm26.4	3gene1	24	NA	0.577	0	0
Gm26.4	3gene1	24	NA	0.444	0	0
Gm26.4	3gene1	24	NA	0.36	0	0
Gm26.4	3gene1	24	NA	0.276	0	0
Gm26.4	3gene1	25	20.93	0.453	0	0
Gm26.4	3gene1	25	25.579	0.395	0	0
Gm26.4	3gene1	25	24.914	0.213	0	0
Gm26.4	3gene1	25	NA	0.271	0	0
Gm26.4	3gene1	25	NA	0.334	0	0
Gm26.4	3gene1	25	NA	0.466	0	0
Gm26.4	3gene1	25	NA	0.498	0	0
Gm26.4	3gene1	25	NA	0.523	0	0
Gm26.4	3gene1	25	NA	0.496	0	0
Gm26.4	3gene1	25	NA	0.354	0	0
Gm26.4	3gene1	25	NA	0.21	0	0
Gm26.4	3gene1	25	NA	0.313	0	0
Gm26.4	3gene1	25	NA	0.343	0	0
Gm26.4	3gene1	25	NA	0.494	0	0
Gm26.4	3gene1	25	NA	0.201	0	0
Gm26.4	3gene1	25	NA	0.198	0	0
Gm26.4	3gene1	25	NA	0.363	0	0
Gm26.4	3gene1	25	NA	0.27	0	0
Gm26.4	3gene1	25	NA	0.261	0	0
Gm26.4	3gene1	25	NA	0.392	0	0
Gm26.4	3gene1	25	NA	0.243	0	0
Gm26.4	3gene1	25	NA	0.231	0	0
Gm26.4	3gene1	25	NA	0.295	0	0
Gm26.4	3gene1	25	NA	0.376	0	0
Gm26.4	3gene1	25	NA	0.184	0	0
Gm26.4	3gene1	25	NA	0.159	0	0
Gm26.4	3gene1	25	NA	0.151	0	0
Gm26.4	3gene1	25	NA	0.179	0	0
Gm26.4	3gene1	25	NA	0.096	0	0
Gm26.4	3gene1	25	NA	0.14	0	0
Gm26.4	3gene1	25	NA	0.26	0	0
Gm26.4	3gene1	25	NA	0.289	0	0
Gm26.4	3gene1	25	NA	0.226	0	0
Gm26.4	3gene1	25	NA	0.197	0	0
Gm26.4	3gene1	25	NA	0.236	0	0
Gm26.4	3gene1	25	NA	0.238	0	0
Gm26.4	3gene1	25	NA	0.33	0	0
Gm26.4	3gene1	25	NA	0.248	0	0
Gm26.4	3gene1	25	NA	0.352	0	0
Gm26.4	3gene1	25	NA	0.349	0	0
Gm26.4	3gene1	25	NA	0.253	0	0
Gm26.4	3gene1	25	NA	0.232	0	0
Gm26.4	3gene1	25	NA	0.594	0	0
Gm26.4	3gene1	25	NA	0.706	0	0
Gm26.4	3gene1	25	NA	0.27	0	0
Gm26.4	3gene1	25	NA	0.279	0	0
Gm26.4	3gene1	25	NA	0.591	0	0
Gm26.4	3gene1	25	NA	0.156	0	0
Gm26.4	3gene1	25	NA	0.181	0	0
Gm26.4	3gene1	25	NA	0.533	0	0
Gm26.4	3gene1	25	NA	0.196	0	0
Gm26.4	3gene1	25	NA	0.22	0	0
Gm26.4	3gene1	25	NA	0.363	0	0
Gm26.4	3gene1	25	NA	0.243	0	0
Gm26.4	3gene1	25	NA	0.309	0	0
Gm26.4	3gene1	25	NA	0.611	0	0
Gm26.4	3gene1	25	NA	0.233	0	0
Gm26.4	3gene1	26	10.725	0.419	0	0
Gm26.4	3gene1	26	17.258	0.368	0	0
Gm26.4	3gene1	26	26.489	0.772	0	0
Gm26.4	3gene1	26	30.905	0.527	0	0
Gm26.4	3gene1	26	16.739	0.326	0	0
Gm26.4	3gene1	26	NA	0.579	0	0
Gm26.4	3gene1	26	NA	0.323	0	0
Gm26.4	3gene1	26	NA	0.378	0	0
Gm26.4	3gene1	26	NA	0.173	0	0
Gm26.4	3gene1	26	NA	0.27	0	0
Gm26.4	3gene1	26	NA	0.296	0	0
Gm26.4	3gene1	26	NA	0.278	0	0
Gm26.4	3gene1	26	NA	0.574	0	0
Gm26.4	3gene1	26	NA	0.406	0	0
Gm26.4	3gene1	26	NA	0.351	0	0
Gm26.4	3gene1	26	NA	0.316	0	0
Gm26.4	3gene1	26	NA	0.217	0	0
Gm26.4	3gene1	26	NA	0.308	0	0
Gm26.4	3gene1	26	NA	0.299	0	0
Gm26.4	3gene1	26	NA	0.303	0	0
Gm26.4	3gene1	26	NA	0.177	0	0
Gm26.4	3gene1	26	NA	0.86	0	0
Gm26.4	3gene1	26	NA	0.48	0	0
Gm26.4	3gene1	26	NA	0.428	0	0
Gm26.4	3gene1	26	NA	0.292	0	0
Gm26.4	3gene1	26	NA	0.344	0	0
Gm26.4	3gene1	26	NA	0.26	0	0
Gm26.4	3gene1	26	NA	0.466	0	0
Gm26.4	3gene1	26	NA	0.228	0	0
Gm26.4	3gene1	26	NA	0.258	0	0
Gm26.4	3gene1	26	NA	0.321	0	0
Gm26.4	3gene1	26	NA	0.27	0	0
Gm26.4	3gene1	26	NA	0.264	0	0
Gm26.4	3gene1	26	NA	0.475	0	0
Gm26.4	3gene1	26	NA	0.369	0	0
Gm26.4	3gene1	26	NA	0.455	0	0
Gm26.4	3gene1	26	NA	0.377	0	0
Gm26.4	3gene1	26	NA	0.484	0	0
Gm26.4	3gene1	26	NA	0.462	0	0
Gm26.4	3gene1	26	NA	0.398	0	0
Gm26.4	3gene1	26	NA	0.513	0	0
Gm26.4	3gene1	27	8.915	0.792	0.583	0
Gm26.4	3gene1	27	16.865	0.405	0	0
Gm26.4	3gene1	27	28.471	0.339	0	0
Gm26.4	3gene1	27	NA	0.269	0	0
Gm26.4	3gene1	27	NA	0.246	0	0
Gm26.4	3gene1	27	NA	0.298	0	0
Gm26.4	3gene1	27	NA	0.447	0	0
Gm26.4	3gene1	27	NA	0.303	0	0
Gm26.4	3gene1	27	NA	0.295	0	0
Gm26.4	3gene1	27	NA	0.342	0	0
Gm26.4	3gene1	27	NA	0.293	0	0
Gm26.4	3gene1	27	NA	0.299	0	0
Gm26.4	3gene1	27	NA	0.371	0	0
Gm26.4	3gene1	27	NA	0.522	0	0
Gm26.4	3gene1	27	NA	0.325	0	0
Gm26.4	3gene1	27	NA	0.183	0	0
Gm26.4	3gene1	27	NA	0.228	0	0
Gm26.4	3gene1	27	NA	0.344	0	0
Gm26.4	3gene1	27	NA	0.371	0	0
Gm26.4	3gene1	28	18.224	0.473	0.875	0
Gm26.4	3gene1	28	28.82	0.162	0.369	0
Gm26.4	3gene1	28	30.877	0.254	0.399	0
Gm26.4	3gene1	28	7.764	0.748	0.461	0
Gm26.4	3gene1	28	NA	0.602	0.39	0
Gm26.4	3gene1	28	NA	0.838	0	0
Gm26.4	3gene1	28	NA	0.978	0	0
Gm26.4	3gene1	28	NA	0.742	0	0
Gm26.4	3gene1	28	NA	0.519	0	0
Gm26.4	3gene1	28	NA	0.348	0	0
Gm26.4	3gene1	28	NA	0.341	0	0
Gm26.4	3gene1	28	NA	0.264	0	0
Gm26.4	3gene1	28	NA	0.483	0	0
Gm26.4	3gene1	29	11.047	0.383	0	0
Gm26.4	3gene1	29	20.993	0.575	0	0
Gm26.4	3gene1	29	21.765	0.514	0	0
Gm26.4	3gene1	29	NA	0.231	0	0
Gm26.4	3gene1	29	NA	0.304	0	0
Gm26.4	3gene1	29	NA	0.271	0	0
Gm26.4	3gene1	29	NA	0.06	0	0
Gm26.4	3gene1	29	NA	0.104	0	0
Gm26.4	3gene1	29	NA	0.333	0	0
Gm26.4	3gene1	29	NA	0.361	0	0
Gm26.4	3gene1	29	NA	0.362	0	0
Gm26.4	3gene1	29	NA	0.263	0	0
Gm26.4	3gene1	29	NA	0.284	0	0
Gm26.4	3gene1	29	NA	0.349	0	0
Gm26.4	3gene1	29	NA	0.267	0	0
Gm26.4	3gene1	29	NA	0.268	0	0
Gm26.4	3gene1	29	NA	0.337	0	0
Gm26.4	3gene1	29	NA	0.16	0	0
Gm26.4	3gene1	29	NA	0.333	0	0
Gm26.4	3gene1	29	NA	0.243	0	0
Gm26.4	3gene1	29	NA	0.188	0	0
Gm26.4	3gene1	29	NA	0.368	0	0
Gm26.4	3gene1	29	NA	0.562	0	0
Gm26.4	3gene1	29	NA	0.57	0	0
Gm26.4	3gene1	29	NA	0.653	0	0
Gm26.4	3gene1	29	NA	0.239	0	0
Gm26.4	3gene1	29	NA	0.416	0	0
Gm26.4	3gene1	29	NA	0.247	0	0
Gm26.4	3gene1	29	NA	0.304	0	0
Gm26.4	3gene1	29	NA	0.481	0	0
Gm26.4	3gene1	29	NA	0.425	0	0
Gm26.4	3gene1	29	NA	0.414	0	0
Gm26.4	3gene1	30	8.591	0.638	0	0
Gm26.4	3gene1	30	11.362	0.247	0	0
Gm26.4	3gene1	30	4.953	0.592	0	0
Gm26.4	3gene1	30	NA	0.478	0	0
Gm26.4	3gene1	30	NA	0.45	0	0
Gm26.4	3gene1	30	NA	0.706	0	0
Gm26.4	3gene1	31	9.185	0.56	0	0
Gm26.4	3gene1	31	24.863	0.421	0	0
Gm26.4	3gene1	31	21.561	0.337	0	0
Gm26.4	3gene1	31	NA	0.494	0	0
Gm26.4	3gene1	31	NA	0.293	0	0
Gm26.4	3gene1	31	NA	0.265	0	0
Gm26.4	3gene1	31	NA	0.341	0	0
Gm26.4	3gene1	31	NA	0.391	0	0
Gm26.4	3gene1	31	NA	0.197	0	0
Gm26.4	3gene1	31	NA	0.255	0	0
Gm26.4	3gene1	31	NA	0.166	0	0
Gm26.4	3gene1	31	NA	0.203	0	0
Gm26.4	3gene1	31	NA	0.329	0	0
Gm26.4	3gene1	31	NA	0.186	0	0
Gm26.4	3gene1	31	NA	0.193	0	0
Gm26.4	3gene1	31	NA	0.298	0	0
Gm26.4	3gene1	31	NA	0.268	0	0
Gm26.4	3gene1	31	NA	0.192	0	0
Gm26.4	3gene1	31	NA	0.132	0	0
Gm26.4	3gene1	31	NA	0.268	0	0
Gm26.4	3gene1	31	NA	0.358	0	0
Gm26.4	3gene1	31	NA	0.373	0	0
Gm26.4	3gene1	31	NA	0.315	0	0
Gm26.4	3gene1	31	NA	0.617	0	0
Gm26.4	3gene1	31	NA	0.324	0	0
Gm26.4	3gene1	31	NA	0.338	0	0
Gm26.4	3gene1	31	NA	0.335	0	0
Gm26.4	3gene1	31	NA	0.266	0	0
Gm26.4	3gene1	31	NA	0.596	0	0
Gm26.4	3gene1	31	NA	0.521	0	0
Gm26.4	3gene1	31	NA	0.391	0	0
Gm26.4	3gene1	31	NA	0.233	0	0
Gm26.4	3gene1	31	NA	0.32	0	0
Gm26.4	3gene1	31	NA	0.411	0	0
Gm26.4	3gene1	31	NA	0.249	0	0
Gm26.4	3gene1	31	NA	0.317	0	0
Gm26.4	3gene1	31	NA	0.352	0	0
Gm26.4	3gene1	31	NA	0.353	0	0
Gm26.4	3gene1	31	NA	0.363	0	0
Gm26.4	3gene1	31	NA	0.323	0	0
Gm26.4	3gene1	31	NA	0.276	0	0
Gm26.4	3gene1	31	NA	0.288	0	0
Gm26.4	3gene1	31	NA	0.392	0	0
Gm26.4	3gene1	31	NA	0.246	0	0
Gm26.4	3gene1	31	NA	0.328	0	0
Gm26.4	3gene1	31	NA	0.298	0	0
Gm26.4	3gene1	31	NA	0.25	0	0
Gm26.4	3gene1	32	12.059	0.22	0.981	0
Gm26.4	3gene1	32	23.298	0.699	0	0
Gm26.4	3gene1	32	35.853	0.363	0	0
Gm26.4	3gene1	32	36.352	0.486	0	0
Gm26.4	3gene1	32	NA	0.304	0	0
Gm26.4	3gene1	32	NA	0.361	0	0
Gm26.4	3gene1	32	NA	0.389	0	0
Gm26.4	3gene1	32	NA	0.428	0	0
Gm26.4	3gene1	32	NA	1.433	0	0
Gm26.4	3gene1	32	NA	0.565	0	0
Gm26.4	3gene1	32	NA	0.249	0	0
Gm26.4	3gene1	32	NA	0.356	0	0
Gm26.4	3gene1	32	NA	0.286	0	0
Gm26.4	3gene1	32	NA	0.14	0	0
Gm26.4	3gene1	32	NA	0.138	0	0
Gm26.4	3gene1	32	NA	0.323	0	0
Gm26.4	3gene1	32	NA	0.514	0	0
Gm26.4	3gene1	32	NA	0.542	0	0
Gm26.4	3gene1	32	NA	0.493	0	0
Gm26.4	3gene1	32	NA	0.411	0	0
Gm26.4	3gene1	32	NA	0.195	0	0
Gm26.4	3gene1	32	NA	0.091	0	0
Gm26.4	3gene1	33	17.721	0.166	0	0
Gm26.4	3gene1	33	14.739	0.382	0	0
Gm26.4	3gene1	33	25.442	0.328	0	0
Gm26.4	3gene1	33	8.676	0.235	0	0
Gm26.4	3gene1	33	NA	0.176	0	0
Gm26.4	3gene1	33	NA	0.304	0	0
Gm26.4	3gene1	33	NA	0.382	0	0
Gm26.4	3gene1	33	NA	0.303	0	0
Gm26.4	3gene1	33	NA	0.209	0	0
Gm26.4	3gene1	33	NA	0.318	0	0
Gm26.4	3gene1	33	NA	0.279	0	0
Gm26.4	3gene1	33	NA	0.373	0	0
Gm26.4	3gene1	33	NA	0.511	0	0
Gm26.4	3gene1	33	NA	0.423	0	0
Gm26.4	3gene1	33	NA	0.483	0	0
Gm26.4	3gene1	33	NA	0.555	0	0
Gm26.4	3gene1	33	NA	0.706	0	0
Gm26.4	3gene1	33	NA	0.178	0	0
Gm26.4	3gene1	33	NA	0.158	0	0
Gm26.4	3gene1	33	NA	0.291	0	0
Gm26.4	3gene1	33	NA	0.406	0	0
Gm26.4	3gene1	33	NA	0.191	0	0
Gm26.4	3gene1	33	NA	0.264	0	0
Gm26.4	3gene1	33	NA	0.502	0	0
Gm26.4	3gene1	33	NA	0.272	0	0
Gm26.4	3gene1	33	NA	0.21	0	0
Gm26.4	3gene1	33	NA	0.229	0	0
Gm26.4	3gene1	33	NA	0.35	0	0
Gm26.4	3gene1	33	NA	0.19	0	0
Gm26.4	3gene1	33	NA	0.386	0	0
Gm26.4	3gene1	33	NA	0.196	0	0
Gm26.4	3gene1	33	NA	0.368	0	0
Gm26.4	3gene1	33	NA	0.288	0	0
Gm26.4	3gene1	33	NA	0.336	0	0
Gm26.4	3gene1	33	NA	0.119	0	0
Gm26.4	3gene1	33	NA	0.307	0	0
Gm26.4	3gene1	33	NA	0.163	0	0
Gm26.4	3gene1	33	NA	0.187	0	0
Gm26.4	3gene1	33	NA	0.184	0	0
Gm26.4	3gene1	33	NA	0.224	0	0
Gm26.4	3gene1	33	NA	0.144	0	0
Gm26.4	3gene1	33	NA	0.169	0	0
Gm26.4	3gene1	33	NA	0.247	0	0
Gm26.4	3gene1	33	NA	0.271	0	0
Gm26.4	3gene1	33	NA	0.203	0	0
Gm26.4	3gene1	33	NA	0.177	0	0
Gm26.4	3gene1	33	NA	0.212	0	0
Gm26.4	3gene1	33	NA	0.259	0	0
Gm26.4	3gene1	33	NA	0.367	0	0
Gm26.4	3gene1	33	NA	0.081	0	0
Gm26.4	3gene1	33	NA	0.291	0	0
Gm26.4	3gene1	33	NA	0.285	0	0
Gm26.4	3gene1	33	NA	0.212	0	0
Gm26.4	3gene1	33	NA	0.258	0	0
Gm26.4	3gene1	33	NA	0.259	0	0
Gm26.4	3gene1	33	NA	0.308	0	0
Gm26.4	3gene1	33	NA	0.287	0	0
Gm26.4	3gene1	33	NA	0.277	0	0
Gm26.4	3gene1	33	NA	0.215	0	0
Gm26.4	3gene1	33	NA	0.137	0	0
Gm26.4	3gene1	34	27.505	0.225	0.231	0
Gm26.4	3gene1	34	20.164	0.228	0.347	0
Gm26.4	3gene1	34	16.327	0.26	0.291	0
Gm26.4	3gene1	34	32.793	0.406	0	0
Gm26.4	3gene1	34	NA	0.669	0	0
Gm26.4	3gene1	34	NA	0.57	0	0
Gm26.4	3gene1	34	NA	0.517	0	0
Gm26.4	3gene1	34	NA	0.511	0	0
Gm26.4	3gene1	34	NA	0.416	0	0
Gm26.4	3gene1	34	NA	0.223	0	0
Gm26.4	3gene1	34	NA	0.383	0	0
Gm26.4	3gene1	34	NA	0.564	0	0
Gm26.4	3gene1	34	NA	0.411	0	0
Gm26.4	3gene1	34	NA	0.276	0	0
Gm26.4	3gene1	34	NA	0.203	0	0
Gm26.4	3gene1	34	NA	0.277	0	0
Gm26.4	3gene1	34	NA	0.315	0	0
Gm26.4	3gene1	34	NA	0.429	0	0
Gm26.4	3gene1	34	NA	0.276	0	0
Gm26.4	3gene1	34	NA	0.325	0	0
Gm26.4	3gene1	34	NA	0.376	0	0
Gm26.4	3gene1	34	NA	0.311	0	0
Gm26.4	3gene1	34	NA	0.315	0	0
Gm26.4	3gene1	34	NA	0.283	0	0
Gm26.4	3gene1	34	NA	0.224	0	0
Gm26.4	3gene1	34	NA	0.266	0	0
Gm26.4	3gene1	34	NA	0.194	0	0
Gm26.4	3gene1	34	NA	0.324	0	0
Gm26.4	3gene1	34	NA	0.41	0	0
Gm26.4	3gene1	34	NA	0.509	0	0
Gm26.4	3gene1	34	NA	0.249	0	0
Gm26.4	3gene1	34	NA	0.418	0	0
Gm26.4	3gene1	34	NA	0.277	0	0
Gm26.4	3gene1	34	NA	0.258	0	0
Gm26.4	3gene1	34	NA	0.485	0	0
Gm26.4	3gene1	34	NA	0.321	0	0
Gm26.4	3gene1	34	NA	0.255	0	0
Gm26.4	3gene1	34	NA	0.169	0	0
Gm26.4	3gene1	34	NA	0.471	0	0
Gm26.4	3gene1	34	NA	0.433	0	0
Gm26.4	3gene1	34	NA	0.378	0	0
Gm26.4	3gene1	34	NA	0.134	0	0
Gm26.4	3gene1	34	NA	0.251	0	0
Gm26.4	3gene1	34	NA	0.272	0	0
Gm26.4	3gene1	34	NA	0.256	0	0
Gm26.4	3gene1	34	NA	0.182	0	0
Gm26.4	3gene1	34	NA	0.61	0	0
Gm26.4	3gene1	34	NA	0.349	0	0
Gm26.4	3gene1	34	NA	0.26	0	0
Gm26.4	3gene1	34	NA	0.121	0	0
Gm26.4	3gene1	35	8.402	0.744	0.204	0
Gm26.4	3gene1	35	13.073	0.554	0.129	0
Gm26.4	3gene1	35	14.052	0.256	0.137	0
Gm26.4	3gene1	35	NA	0.285	0	0
Gm26.4	3gene1	35	NA	0.392	0	0
Gm26.4	3gene1	35	NA	0.478	0	0
Gm26.4	3gene1	35	NA	0.256	0	0
Gm26.4	3gene1	35	NA	0.374	0	0
Gm8.5	3gene2	3	18.76	0.562	0.457	0.753
Gm8.5	3gene2	3	29.249	0.786	0.137	0.476
Gm8.5	3gene2	3	32.258	1.157	0.252	0.822
Gm8.5	3gene2	3	34.704	1.316	0.535	0.276
Gm8.5	3gene2	3	NA	1.478	0.229	0.168
Gm8.5	3gene2	3	NA	0.717	0.208	0.256
Gm8.5	3gene2	3	NA	0.609	0.153	0.204
Gm8.5	3gene2	3	NA	0.154	0.103	0
Gm8.5	3gene2	3	NA	0.156	0.468	0
Gm8.5	3gene2	3	NA	0.149	0.472	0
Gm8.5	3gene2	3	NA	0.158	0.173	0
Gm8.5	3gene2	3	NA	0.503	0.2	0
Gm8.5	3gene2	3	NA	0.273	0.206	0
Gm8.5	3gene2	3	NA	0.513	0.234	0
Gm8.5	3gene2	3	NA	1.109	0.542	0
Gm8.5	3gene2	3	NA	0.939	0	0
Gm8.5	3gene2	3	NA	0.519	0	0
Gm8.5	3gene2	3	NA	0.641	0	0
Gm8.5	3gene2	3	NA	0.617	0	0
Gm8.5	3gene2	3	NA	0.677	0	0
Gm8.5	3gene2	3	NA	0.991	0	0
Gm8.5	3gene2	4	4.143	0.831	0.503	0.666
Gm8.5	3gene2	4	10.643	0.974	0.559	0
Gm8.5	3gene2	4	18.106	1.138	0.8	0
Gm8.5	3gene2	4	19.657	0.316	0.293	0
Gm8.5	3gene2	4	NA	1.312	0	0
Gm8.5	3gene2	5	10.145	0.924	0.273	0.907
Gm8.5	3gene2	5	19.386	0.694	0.52	0.127
Gm8.5	3gene2	5	29.048	1.629	0.767	0.554
Gm8.5	3gene2	5	28.388	1.35	0.658	0.405
Gm8.5	3gene2	5	39.134	1.616	0.467	0.379
Gm8.5	3gene2	5	43.778	1.307	0.455	0.374
Gm8.5	3gene2	5	NA	1.114	0.283	0.184
Gm8.5	3gene2	5	NA	0.873	0.73	0.29
Gm8.5	3gene2	5	NA	0.996	0.711	0
Gm8.5	3gene2	5	NA	1.148	0.562	0
Gm8.5	3gene2	5	NA	0.879	0.684	0
Gm8.5	3gene2	5	NA	1.512	0	0
Gm8.5	3gene2	6	13.649	1.151	0.126	0.922
Gm8.5	3gene2	6	14.061	1.184	1.011	0
Gm8.5	3gene2	6	27.984	0.491	0.207	0
Gm8.5	3gene2	6	33.889	0.577	0.335	0
Gm8.5	3gene2	6	33.889	0.487	0.186	0
Gm8.5	3gene2	6	NA	0.315	0.11	0
Gm8.5	3gene2	6	NA	0.715	1.049	0
Gm8.5	3gene2	6	NA	1.616	0.491	0
Gm8.5	3gene2	6	NA	1.032	0.303	0
Gm8.5	3gene2	6	NA	0.659	0.45	0
Gm8.5	3gene2	6	NA	0.642	0.017	0
Gm8.5	3gene2	6	NA	0.547	0.378	0
Gm8.5	3gene2	6	NA	0.433	0	0
Gm8.5	3gene2	6	NA	0.552	0	0
Gm8.5	3gene2	11	18.01	1.864	1.639	0
Gm8.5	3gene2	11	33.067	1.558	1.296	0
Gm8.5	3gene2	11	31.719	2.149	1.841	0
Gm8.5	3gene2	11	45.509	2.032	1.785	0
Gm8.5	3gene2	11	49.438	0.496	0	0
Gm8.5	3gene2	11	NA	0.567	0	0
Gm8.5	3gene2	11	NA	0.298	0	0
Gm8.5	3gene2	12	20.766	1.941	0.504	1.041
Gm8.5	3gene2	12	31.769	0.682	0.158	0.462
Gm8.5	3gene2	12	29.457	1.285	1.092	1.041
Gm8.5	3gene2	12	48.465	2.432	1.169	0.385
Gm8.5	3gene2	12	55.96	1.946	0.922	0
Gm8.5	3gene2	12	59.537	1.448	1.018	0
Gm8.5	3gene2	12	NA	0.696	0.081	0
Gm8.5	3gene2	12	NA	0.692	0.234	0
Gm8.5	3gene2	12	NA	0.275	0.184	0
Gm8.5	3gene2	12	NA	0.492	0.705	0
Gm8.5	3gene2	12	NA	0.709	0.773	0
Gm8.5	3gene2	12	NA	1.189	0.923	0
Gm8.5	3gene2	12	NA	1.119	1.309	0
Gm8.5	3gene2	12	NA	1.463	0	0
Gm8.5	3gene2	12	NA	1.618	0	0
Gm8.5	3gene2	12	NA	0.132	0	0
Gm8.5	3gene2	12	NA	0.166	0	0
Gm8.5	3gene2	12	NA	0.192	0	0
Gm8.5	3gene2	13	10.605	1.358	0.594	0.656
Gm8.5	3gene2	13	12.939	1.442	1.01	0
Gm8.5	3gene2	13	33.756	1.623	1.188	0
Gm8.5	3gene2	13	30.846	1.253	1.012	0
Gm8.5	3gene2	13	NA	0.692	0.323	0
Gm8.5	3gene2	14	6.543	0.581	0.532	0.436
Gm8.5	3gene2	14	18.33	1.682	0.942	0.305
Gm8.5	3gene2	14	31.289	1.414	1.064	0.585
Gm8.5	3gene2	14	28.461	1.776	0.913	0.278
Gm8.5	3gene2	14	43.147	0.51	0.116	0.471
Gm8.5	3gene2	14	49.756	1.254	1.006	0
Gm8.5	3gene2	14	NA	1.84	1.163	0
Gm8.5	3gene2	14	NA	0.502	0.342	0
Gm8.5	3gene2	14	NA	0.657	0.446	0
Gm8.5	3gene2	14	NA	1.44	0.732	0
Gm8.5	3gene2	14	NA	0.441	0	0
Gm8.5	3gene2	15	16.735	0.814	0.578	0.845
Gm8.5	3gene2	15	18.036	0.887	0.686	0
Gm8.5	3gene2	15	28.497	1.721	1.548	0
Gm8.5	3gene2	15	37.323	0.444	0.058	0
Gm8.5	3gene2	15	NA	0.271	0.835	0
Gm8.5	3gene2	15	NA	1.843	0.083	0
Gm8.5	3gene2	15	NA	0.6	0.861	0
Gm8.5	3gene2	15	NA	0.851	0	0
Gm8.5	3gene2	15	NA	1.139	0	0
Gm8.5	3gene2	16	20.888	1.781	1.501	0.365
Gm8.5	3gene2	16	31.466	0.685	0.104	0.998
Gm8.5	3gene2	16	43.706	1.622	0.427	0.342
Gm8.5	3gene2	16	57.316	1.002	0.376	0.4
Gm8.5	3gene2	16	55.108	0.396	0.442	0.21
Gm8.5	3gene2	16	NA	0.368	0.543	0.472
Gm8.5	3gene2	16	NA	0.861	0.399	0.683
Gm8.5	3gene2	16	NA	1.235	0.474	0.358
Gm8.5	3gene2	16	NA	0.87	0.805	0
Gm8.5	3gene2	16	NA	0.203	1.008	0
Gm8.5	3gene2	16	NA	0.724	0.401	0
Gm8.5	3gene2	16	NA	1.296	0.573	0
Gm8.5	3gene2	16	NA	2.226	0.805	0
Gm8.5	3gene2	16	NA	0.866	1.191	0
Gm8.5	3gene2	16	NA	0.843	0.218	0
